YEAR,MO,DY,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_KT,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_UV_INDEX,ALLSKY_SFC_UVB,ALLSKY_SFC_UVA
2023,11,3,4.28,-999,-999,273.94,-999,-999,-999,-999,-999
2023,11,4,2.75,-999,-999,281.49,-999,-999,-999,-999,-999
2023,11,5,4.01,-999,-999,268.7,-999,-999,-999,-999,-999
2023,11,6,4.32,-999,-999,278.21,-999,-999,-999,-999,-999
2023,11,7,4.07,-999,-999,281.64,-999,-999,-999,-999,-999
2023,11,8,3.55,-999,-999,287.8,-999,-999,-999,-999,-999
2023,11,9,3.34,-999,-999,281.38,-999,-999,-999,-999,-999
2023,11,10,3.64,-999,-999,267.88,-999,-999,-999,-999,-999
2023,11,11,4.22,-999,-999,256.43,-999,-999,-999,-999,-999
2023,11,12,4.14,4.99,-999,254.3,-999,-999,-999,-999,-999
2023,11,13,4.94,4.96,-999,242.93,-999,-999,-999,-999,-999
2023,11,14,4.59,4.92,-999,254.66,-999,-999,-999,-999,-999
2023,11,15,4.59,4.87,-999,259.82,-999,-999,-999,-999,-999
2023,11,16,4.64,4.88,-999,246.88,-999,-999,-999,-999,-999
2023,11,17,4.74,4.85,-999,243.11,-999,-999,-999,-999,-999
2023,11,18,4.82,-999,-999,246.67,-999,-999,-999,-999,-999
2023,11,19,4.66,4.77,-999,250.93,-999,-999,-999,-999,-999
2023,11,20,4.15,-999,-999,263.95,-999,-999,-999,-999,-999
2023,11,21,3.34,-999,-999,268.16,-999,-999,-999,-999,-999
2023,11,22,3.13,-999,-999,271.11,-999,-999,-999,-999,-999
2023,11,23,4.4,-999,-999,241.88,-999,-999,-999,-999,-999
2023,11,24,4,-999,-999,251.61,-999,-999,-999,-999,-999
2023,11,25,3.87,-999,-999,253.52,-999,-999,-999,-999,-999
2023,11,26,4.45,4.6,-999,246.87,-999,-999,-999,-999,-999
2023,11,27,4.41,-999,-999,259.16,-999,-999,-999,-999,-999
2023,11,28,3.4,-999,-999,280.87,-999,-999,-999,-999,-999
2023,11,29,3.81,4.48,-999,263.01,-999,-999,-999,-999,-999
2023,11,30,2.9,-999,-999,264.67,-999,-999,-999,-999,-999
2023,12,1,2.9,-999,-999,273.97,-999,-999,-999,-999,-999
2023,12,2,4.17,-999,-999,232.01,-999,-999,-999,-999,-999
2023,12,3,4.26,4.56,-999,220.45,-999,-999,-999,-999,-999
2023,12,4,4.32,4.48,-999,232.12,-999,-999,-999,-999,-999
2023,12,5,3.89,-999,-999,261.32,-999,-999,-999,-999,-999
2023,12,6,2.96,-999,-999,263.17,-999,-999,-999,-999,-999
2023,12,7,2.73,-999,-999,276.92,-999,-999,-999,-999,-999
2023,12,8,2.75,-999,-999,261.95,-999,-999,-999,-999,-999
2023,12,9,3.14,-999,-999,259.37,-999,-999,-999,-999,-999
2023,12,10,2.85,-999,-999,269.67,-999,-999,-999,-999,-999
2023,12,11,2.75,-999,-999,262.99,-999,-999,-999,-999,-999
2023,12,12,2.64,-999,-999,258.22,-999,-999,-999,-999,-999
2023,12,13,1.77,-999,-999,243.94,-999,-999,-999,-999,-999
2023,12,14,2.98,-999,-999,238.32,-999,-999,-999,-999,-999
2023,12,15,3.9,-999,-999,240.55,-999,-999,-999,-999,-999
2023,12,16,-999,-999,-999,-999,-999,-999,-999,-999,-999
2023,12,17,-999,-999,-999,-999,-999,-999,-999,-999,-999
2023,12,18,-999,-999,-999,-999,-999,-999,-999,-999,-999
2023,12,19,-999,-999,-999,-999,-999,-999,-999,-999,-999
2023,12,20,-999,-999,-999,-999,-999,-999,-999,-999,-999
