YEAR,DOY,QV2M,RH2M,PRECTOTCORR,PS,WS2M,WS2M_MAX,WS2M_MIN,WS2M_RANGE,WD2M,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WD10M,GWETPROF,GWETROOT,GWETTOP
2018,182,18.98,94.69,51.27,87.44,1.4,2.32,0.42,1.9,187.56,3.21,5.13,1.34,3.8,190.81,0.84,0.89,0.91
2018,183,19.17,96.38,24.96,87.29,1.72,2.57,0.79,1.78,188.75,3.85,5.62,2,3.62,190.44,0.85,0.91,0.91
2018,184,18.37,95.19,25,87.15,1.54,2.22,0.81,1.41,200.75,3.53,5.04,1.95,3.09,199.62,0.87,0.92,0.91
2018,185,18.55,94.19,51.06,87.15,1.32,2.13,0.72,1.41,200.75,2.85,4.67,1.54,3.13,198.81,0.88,0.93,0.93
2018,186,18.74,91.81,12.22,87.29,1.12,1.7,0.42,1.27,187.88,2.55,3.65,1.38,2.27,190.38,0.89,0.94,0.91
2018,187,19.1,93.19,6.66,87.32,1.1,1.81,0.48,1.33,186.31,2.52,3.88,1.38,2.49,189.88,0.89,0.93,0.91
2018,188,19.41,92.81,9.1,87.31,1.18,2.11,0.41,1.7,190.56,2.8,4.53,1.23,3.3,193.38,0.88,0.93,0.91
2018,189,18.49,88.94,13.52,87.41,0.82,1.66,0.12,1.55,153.62,1.84,3.56,0.3,3.27,160.12,0.88,0.93,0.91
2018,190,18.92,91.69,8.7,87.44,1.08,1.98,0.35,1.62,178.31,2.45,4.21,1.09,3.12,183.31,0.88,0.92,0.91
2018,191,18.25,90.81,4.75,87.5,0.85,1.55,0.34,1.22,159.81,1.93,3.47,0.74,2.72,164.62,0.88,0.92,0.91
2018,192,18.01,86.94,7.05,87.39,0.94,1.71,0.21,1.51,142.12,2.1,3.86,0.72,3.14,144.94,0.88,0.91,0.9
2018,193,18.62,89.06,18.27,87.37,0.84,1.84,0.05,1.8,158.12,1.95,4.01,0.06,3.95,164.31,0.87,0.91,0.91
2018,194,18.13,89.5,14.11,87.38,0.61,1.12,0.1,1.02,157,1.34,2.45,0.05,2.4,159.06,0.88,0.92,0.91
2018,195,18.13,84.44,4.75,87.32,0.75,1.38,0.13,1.24,194.06,1.72,3,0.23,2.77,197.12,0.88,0.91,0.9
2018,196,18.13,89.81,4.16,87.34,0.66,1.36,0.15,1.21,194.06,1.41,2.88,0.27,2.61,199,0.87,0.91,0.9
2018,197,18.31,82.88,3.21,87.35,1.05,2.01,0.37,1.64,178.31,2.26,3.95,0.68,3.27,181.81,0.86,0.91,0.89
2018,198,18.74,90.38,3.69,87.44,0.95,1.88,0.24,1.64,142.19,1.9,3.72,0.58,3.14,143.94,0.85,0.91,0.89
2018,199,18.86,89.25,3.61,87.47,0.71,1.41,0.12,1.3,179.12,1.59,2.95,0.27,2.7,180.56,0.85,0.9,0.89
2018,200,18.68,82.06,0.64,87.37,0.75,1.38,0.16,1.23,150.06,1.62,2.99,0.22,2.77,148.06,0.84,0.89,0.88
2018,201,19.1,85,6.08,87.32,0.5,1.54,0.05,1.48,117.44,1.17,3.34,0.15,3.19,135.69,0.84,0.89,0.88
2018,202,18.49,91.62,8.27,87.39,0.88,1.64,0.21,1.43,171,1.83,3.38,0.41,2.96,176.81,0.84,0.89,0.88
2018,203,18.25,86.31,3.95,87.42,1.13,1.9,0.12,1.77,117.12,2.45,3.85,0.38,3.48,122.81,0.84,0.88,0.88
2018,204,18.13,93.06,6.19,87.5,0.79,1.62,0.02,1.59,156.75,1.73,3.2,0.22,2.98,163.69,0.83,0.88,0.88
2018,205,18.13,93.94,20.31,87.52,0.95,2,0.1,1.89,167.56,2.05,4.06,0.17,3.89,172.25,0.84,0.89,0.89
2018,206,18.25,90.25,15.74,87.47,1.08,2.14,0.2,1.94,168.12,2.38,4.59,0.43,4.16,170.12,0.84,0.9,0.89
2018,207,18.07,92.5,7.8,87.49,1.03,1.95,0.2,1.74,166.06,2.25,4,0.47,3.53,172.69,0.84,0.9,0.89
2018,208,17.64,86.19,5.37,87.39,0.87,1.76,0.02,1.73,147.88,1.9,3.7,0.04,3.66,148.62,0.84,0.89,0.88
2018,209,18.68,92.62,22.23,87.41,1.04,2.09,0.22,1.88,172,2.28,4.52,0.36,4.15,175.06,0.84,0.9,0.9
2018,210,18.01,93.75,19.23,87.42,0.98,2.05,0.27,1.77,152.75,2.19,4.33,0.67,3.66,155.19,0.85,0.91,0.91
2018,211,17.64,88.88,24.87,87.36,0.72,1.1,0.23,0.88,149.25,1.7,2.54,0.42,2.12,153,0.86,0.91,0.91
2018,212,17.94,92.94,29.94,87.33,0.73,1.55,0.05,1.51,148.56,1.7,3.42,0.12,3.3,159.25,0.88,0.92,0.91
2018,213,17.33,89.62,24.11,87.34,0.72,1.21,0.25,0.96,188.38,1.55,2.38,0.67,1.7,190.25,0.89,0.94,0.92
2018,214,17.21,87.44,19.79,87.4,0.62,1.16,0.22,0.94,178.94,1.34,2.68,0.23,2.45,181.94,0.89,0.94,0.92
2018,215,18.37,91.81,5.1,87.4,1.16,2.02,0.35,1.67,158.75,2.44,4.23,0.62,3.62,162.81,0.89,0.94,0.91
2018,216,18.62,92.06,4.59,87.4,0.87,1.63,0.27,1.36,172.25,2.05,3.55,0.98,2.58,180.38,0.89,0.93,0.91
2018,217,18.8,94.25,14.55,87.45,0.73,1.41,0.23,1.19,168.25,1.85,3.06,0.86,2.2,177.44,0.88,0.93,0.91
2018,218,18.19,87,25.31,87.38,0.84,1.98,0.1,1.88,213.94,1.87,4.1,0.27,3.83,218.31,0.89,0.94,0.92
2018,219,17.7,84.88,17.43,87.43,0.85,1.65,0.12,1.53,201.44,1.77,3.4,0.39,3.02,202.19,0.9,0.94,0.92
2018,220,17.88,89.38,4.34,87.6,0.86,1.66,0.05,1.61,173.06,1.85,3.34,0.11,3.23,171.44,0.89,0.94,0.91
2018,221,17.7,88.19,4.2,87.7,0.92,1.84,0.08,1.77,172.94,2.14,4.01,0.2,3.81,186.5,0.88,0.92,0.91
2018,222,18.07,89.12,16.72,87.61,0.84,1.73,0.07,1.66,211.75,2.05,3.88,0.1,3.78,209.5,0.88,0.93,0.91
2018,223,18.43,90.81,35.17,87.36,0.86,1.65,0.18,1.47,214.06,2.11,3.7,0.51,3.19,213.56,0.89,0.94,0.93
2018,224,18.62,94.31,36.61,87.23,0.96,1.62,0.46,1.16,188.75,2.42,3.66,1.51,2.16,190.75,0.91,0.95,0.93
2018,225,18.07,91.81,16.09,87.35,0.83,1.79,0.2,1.59,169.81,1.97,3.99,0.52,3.48,176.31,0.91,0.95,0.93
2018,226,18.13,88.44,10.77,87.35,0.75,1.61,0.07,1.55,161.25,1.67,3.55,0.12,3.43,149.81,0.91,0.95,0.92
2018,227,17.76,84.25,6.38,87.61,0.84,1.86,0.2,1.66,97.5,1.69,3.77,0.38,3.39,115.75,0.91,0.94,0.92
2018,228,18.07,87.75,5.49,87.68,0.81,1.85,0.04,1.8,189.75,1.75,3.88,0.2,3.69,188.25,0.9,0.94,0.91
2018,229,18.07,85.81,8.31,87.48,0.81,1.49,0.15,1.34,150.5,1.81,3.22,0.66,2.55,137.69,0.89,0.93,0.91
2018,230,18.74,85.88,5.38,87.37,0.77,1.51,0.07,1.44,172.38,1.82,3.27,0.33,2.94,187.25,0.89,0.93,0.91
2018,231,18.19,81.44,6.76,87.35,0.72,1.41,0.02,1.38,159.94,1.77,3.02,0.23,2.79,165,0.88,0.92,0.91
2018,232,18.68,89.06,11.67,87.56,0.66,1.73,0.08,1.65,192.81,1.45,3.71,0.14,3.57,185.31,0.88,0.92,0.91
2018,233,18.43,91.31,31.34,87.57,0.89,1.85,0.18,1.68,175.81,2.16,4.07,0.71,3.36,184.19,0.88,0.92,0.91
2018,234,17.82,90.12,51.99,87.52,0.76,1.44,0.2,1.24,139.31,1.77,3.2,0.53,2.66,143.38,0.91,0.95,0.94
2018,235,18.8,91.19,16.27,87.52,0.91,1.61,0.09,1.52,170,2.22,3.68,0.54,3.14,174.12,0.91,0.95,0.93
2018,236,18.74,94.75,26.97,87.53,0.87,1.77,0.22,1.55,175.88,2.17,3.95,0.46,3.49,180.12,0.91,0.95,0.93
2018,237,18.19,91.56,13.21,87.48,0.8,1.65,0.32,1.32,195.31,1.91,3.87,0.73,3.14,196.19,0.92,0.95,0.93
2018,238,18.13,91.12,18.52,87.41,0.62,1.04,0.23,0.8,196.88,1.5,2.34,0.39,1.94,197.75,0.91,0.95,0.93
2018,239,18.07,90.69,9.42,87.56,0.54,1.21,0.18,1.03,167.31,1.4,2.88,0.4,2.48,160.12,0.92,0.95,0.93
2018,240,17.4,87.38,4.11,87.74,0.59,1.14,0.23,0.91,150.12,1.43,2.64,0.56,2.08,154.56,0.91,0.95,0.93
2018,241,18.31,90.94,8.82,87.68,0.93,1.8,0.09,1.73,173.31,2.23,4.21,0.3,3.91,176.44,0.91,0.95,0.92
2018,242,18.01,90.69,18.57,87.6,0.7,1.41,0.2,1.22,189.5,1.84,3,0.37,2.63,193.94,0.91,0.95,0.93
2018,243,18.55,89.06,8.59,87.62,0.84,1.65,0.28,1.38,181.88,1.91,3.63,0.59,3.05,182.56,0.91,0.95,0.92
2018,244,18.92,90.12,15.55,87.7,1.07,2.13,0.05,2.08,184.62,2.53,4.78,0.17,4.61,184.75,0.91,0.94,0.92
2018,245,18.01,92.56,18.28,87.75,0.94,1.74,0.35,1.39,178.38,2.21,3.84,0.86,2.99,183.06,0.91,0.95,0.93
2018,246,18.19,92.44,5.43,87.68,0.91,1.88,0.15,1.73,171.75,2.15,3.98,0.38,3.6,174.69,0.91,0.95,0.92
2018,247,18.13,90.25,8.85,87.67,0.76,1.39,0.24,1.15,201.25,1.81,3.03,0.56,2.46,201.44,0.9,0.94,0.92
2018,248,18.25,87,5.38,87.56,0.81,1.55,0.2,1.35,217.81,1.84,3.3,0.38,2.92,217.69,0.9,0.94,0.91
2018,249,18.43,91,27.9,87.65,0.8,1.9,0.12,1.77,159.94,1.82,3.95,0.3,3.65,161.88,0.9,0.94,0.92
2018,250,17.76,90.44,7.59,87.9,0.86,1.66,0.28,1.39,163.5,1.95,3.56,0.52,3.05,168.75,0.9,0.95,0.92
2018,251,17.82,90.88,7.28,87.9,0.88,1.68,0.16,1.52,215.31,2.12,3.84,0.5,3.34,213.31,0.9,0.94,0.91
2018,252,18.31,92.88,21.43,87.88,1.16,1.98,0.38,1.6,206.94,3.01,4.76,1.21,3.55,207.12,0.89,0.94,0.92
2018,253,18.07,98,52.8,88.03,1.07,1.8,0.45,1.36,183.69,2.84,4.69,1.6,3.09,186.12,0.91,0.95,0.95
2018,254,16.97,96.5,28.88,87.96,0.85,1.74,0.16,1.59,171.88,2.21,4.43,0.59,3.84,174.62,0.93,0.97,0.95
2018,255,17.4,95.56,31.2,87.7,1.06,1.7,0.52,1.18,204.81,2.81,4.15,1.57,2.58,203.88,0.94,0.97,0.95
2018,256,17.64,93.69,19.04,87.66,1.09,1.94,0.46,1.48,201.19,2.91,4.91,1.1,3.8,200.44,0.94,0.97,0.95
2018,257,17.27,92.44,28.26,87.84,0.9,1.7,0.38,1.32,190.56,2.37,4.16,1,3.15,191.25,0.95,0.97,0.95
2018,258,17.15,90.44,15.25,87.95,0.77,1.41,0.27,1.14,194.56,2.1,3.37,0.61,2.77,194,0.94,0.97,0.95
2018,259,16.3,86.5,0.86,87.88,0.65,1.22,0.12,1.09,200.06,1.52,2.82,0.21,2.62,196.5,0.94,0.96,0.94
2018,260,15.81,81.38,0,87.71,0.7,1.15,0.2,0.95,185.06,1.57,2.77,0.11,2.66,197.31,0.92,0.95,0.93
2018,261,16.3,80.88,0,87.73,0.71,1.23,0.17,1.05,196.38,1.49,2.66,0.18,2.48,196.31,0.91,0.95,0.92
2018,262,16.97,83.44,0.12,87.84,0.73,1.25,0.21,1.03,148.94,1.63,2.84,0.67,2.17,157.06,0.91,0.94,0.91
2018,263,16.05,84.62,9.65,88.03,0.62,0.91,0.05,0.86,119.5,1.45,2.11,0.41,1.7,127.81,0.9,0.94,0.91
2018,264,15.62,87.44,13.92,88.27,0.37,0.76,0.05,0.7,169.25,0.84,1.66,0.06,1.59,175.31,0.91,0.94,0.92
2018,265,15.69,85.81,0.28,88.44,0.79,1.45,0.21,1.24,213.75,1.84,3.52,0.44,3.08,212.75,0.9,0.94,0.91
2018,266,16.48,89.69,0.55,88.3,0.85,1.93,0.04,1.89,220.5,2.12,4.66,0.1,4.56,216.81,0.89,0.93,0.91
2018,267,16.97,92.88,5.98,88.05,0.99,2.01,0.34,1.68,219.94,2.59,4.89,1.21,3.68,217.19,0.88,0.92,0.91
2018,268,17.21,93.38,5.67,87.83,1.11,2.28,0.39,1.9,229.44,2.69,5.35,0.73,4.62,226.5,0.88,0.92,0.91
2018,269,17.09,93.94,1.22,87.86,0.94,1.73,0.52,1.21,210.75,2.36,4.17,1.16,3.02,209.38,0.88,0.92,0.9
2018,270,16.36,90.81,1.14,88,0.72,1.62,0.12,1.5,207.31,2.04,4.12,0.45,3.68,208.06,0.88,0.91,0.9
2018,271,16.48,90.12,0.63,88.05,0.83,1.52,0.38,1.15,225.12,2.22,3.82,1.02,2.8,223,0.87,0.91,0.89
2018,272,16.6,90.19,0.56,88.03,0.81,1.59,0.34,1.26,226.5,2.16,4.12,0.63,3.48,223.38,0.86,0.91,0.89
2018,273,16.36,89.62,0.74,87.98,0.8,1.8,0.12,1.68,184.44,2.13,4.62,0.17,4.45,183.5,0.85,0.9,0.88
2018,274,15.93,90.62,12.49,88.07,0.7,1.48,0.22,1.27,167.94,1.98,3.91,0.88,3.03,175.69,0.85,0.9,0.89
2018,275,14.65,84.88,1.06,88.11,0.6,1.25,0.2,1.05,172.06,1.56,3.26,0.32,2.94,170.5,0.85,0.9,0.88
2018,276,14.71,87.25,1.5,88.13,0.67,1.41,0.12,1.28,192.12,1.87,3.66,0.32,3.34,197.19,0.84,0.89,0.88
2018,277,14.89,90.56,1.03,88.22,0.66,1.39,0.24,1.15,168,1.98,3.85,0.66,3.19,183.44,0.84,0.88,0.88
2018,278,13.49,82,0.65,88.29,0.55,0.98,0.1,0.88,184.12,1.38,2.74,0.19,2.55,182.81,0.83,0.88,0.87
2018,279,13,80.56,0.63,88.24,0.66,1.02,0.19,0.84,158.94,1.55,2.79,0.27,2.52,158.69,0.82,0.88,0.87
2018,280,12.76,80.31,0.25,88.22,0.62,1.02,0.28,0.75,175.5,1.47,2.79,0.48,2.3,174.75,0.82,0.87,0.86
2018,281,12.39,80.25,0.04,88.14,0.63,1.03,0.27,0.77,144.88,1.63,2.8,0.59,2.22,145.12,0.81,0.86,0.86
2018,282,13.37,88.75,1.22,88.13,0.7,1.16,0.07,1.09,154.44,1.89,3.16,0.06,3.1,163.25,0.8,0.86,0.86
2018,283,12.45,84.38,0.32,88.25,0.62,1.05,0.3,0.76,114.06,1.61,2.84,0.9,1.94,123.69,0.8,0.85,0.85
2018,284,11.72,78.38,0.94,88.34,0.7,0.94,0.33,0.61,110.5,1.55,2.45,0.64,1.82,115.69,0.8,0.84,0.85
2018,285,12.63,87.25,1.97,88.31,0.62,1.19,0.15,1.04,107.75,1.46,3.1,0.51,2.59,116.25,0.79,0.84,0.85
2018,286,12.21,84.75,0.03,88.19,0.71,1.3,0.38,0.92,147.62,1.73,3.39,0.59,2.8,148.19,0.79,0.84,0.84
2018,287,12.94,86.19,0,88.11,0.74,1.52,0.12,1.39,207.12,1.96,4.07,0.13,3.93,205.62,0.78,0.83,0.84
2018,288,11.47,81.38,0,88.31,0.57,1.09,0.2,0.9,184,1.53,3.19,0.34,2.84,167.62,0.77,0.82,0.84
2018,289,11.35,82.25,0.05,88.34,0.62,1.05,0.34,0.7,148.06,1.55,3.12,0.59,2.52,152.75,0.77,0.82,0.84
2018,290,11.66,84.31,0.01,88.2,0.55,1.13,0.07,1.07,213.44,1.47,3.16,0.05,3.1,215.44,0.77,0.81,0.83
2018,291,11.84,84.94,0.46,88.17,0.52,1.04,0.14,0.9,148.38,1.5,3.02,0.21,2.81,152.12,0.76,0.8,0.83
2018,292,11.96,84.75,0.22,88.28,0.59,1.05,0.2,0.85,178.06,1.47,2.94,0.25,2.69,164.62,0.76,0.8,0.82
2018,293,11.9,83.56,0.08,88.4,0.52,0.75,0.1,0.65,163.62,1.32,2.48,0.12,2.36,154.56,0.75,0.8,0.82
2018,294,11.72,80.19,0.01,88.45,0.53,0.96,0.07,0.89,139.25,1.3,2.78,0.09,2.69,122.75,0.75,0.79,0.81
2018,295,11.41,77.06,0,88.34,0.54,0.85,0.1,0.76,200.31,1.27,2.66,0.15,2.51,188.56,0.74,0.79,0.81
2018,296,10.74,75.5,0,88.33,0.59,0.92,0.13,0.8,124.25,1.41,2.66,0.2,2.46,127.62,0.73,0.78,0.8
2018,297,9.28,68.44,0,88.35,0.7,1.02,0.21,0.8,165.69,1.59,2.62,0.55,2.08,147.44,0.73,0.77,0.8
2018,298,8.73,65.31,0,88.49,0.82,1.1,0.37,0.73,121.88,1.79,2.8,0.73,2.08,119.5,0.73,0.77,0.8
2018,299,9.58,68.44,0,88.61,0.74,1.02,0.16,0.86,101.69,1.64,2.55,0.24,2.31,104.25,0.72,0.76,0.79
2018,300,10.13,69,0,88.64,0.8,1.07,0.28,0.78,89.06,1.72,2.79,0.42,2.38,91.75,0.71,0.75,0.78
2018,301,10.5,73.69,0.65,88.66,0.73,1.12,0.25,0.87,147.94,1.66,2.91,0.51,2.4,147.06,0.71,0.74,0.78
2018,302,11.05,77.25,0.16,88.57,0.64,0.95,0.08,0.88,104.81,1.49,2.66,0.31,2.34,105.19,0.7,0.74,0.77
2018,303,10.74,73.06,0.05,88.57,0.64,0.96,0.37,0.59,92,1.43,2.45,0.77,1.7,90.31,0.7,0.73,0.77
2018,304,10.31,69.25,0,88.62,0.73,1.02,0.34,0.68,70.5,1.59,2.39,0.63,1.77,79.19,0.69,0.73,0.76
2018,305,10.86,71.31,0,88.53,0.64,1.03,0.21,0.82,99.81,1.45,2.55,0.36,2.2,105.81,0.69,0.72,0.75
2018,306,10.68,75.69,0.23,88.42,0.52,0.9,0.08,0.83,131.75,1.38,2.53,0.11,2.42,132.5,0.68,0.72,0.75
2018,307,11.29,83.38,0.09,88.35,0.51,0.98,0.03,0.95,209.25,1.45,3.05,0.26,2.8,217.31,0.67,0.71,0.74
2018,308,9.58,75.12,2.03,88.28,0.7,1.09,0.26,0.83,106.38,1.73,2.93,0.45,2.49,107.44,0.67,0.7,0.74
2018,309,9.83,74.88,0.07,88.2,0.64,1.14,0.24,0.91,142.06,1.7,3.34,0.33,3.02,154.81,0.67,0.7,0.73
2018,310,8.73,71.69,0.02,88.22,0.68,0.99,0.1,0.89,116.06,1.76,3.09,0.12,2.95,116.12,0.66,0.7,0.73
2018,311,6.96,59.31,0,88.5,0.75,1.04,0.28,0.77,76,1.7,2.9,0.53,2.37,78.81,0.66,0.7,0.72
2018,312,7.63,59.69,0,88.44,0.76,1.02,0.12,0.89,82.5,1.57,2.73,0.38,2.34,81.44,0.66,0.69,0.72
2018,313,8.42,67.38,0,88.31,0.62,0.95,0.05,0.9,107,1.47,2.78,0.38,2.39,102.69,0.65,0.68,0.71
2018,314,8.73,70.56,0.01,88.37,0.7,0.94,0.2,0.73,130.19,1.54,2.63,0.38,2.26,121.06,0.65,0.68,0.7
2018,315,9.22,73.5,0,88.4,0.64,0.94,0.11,0.83,127.5,1.55,2.76,0.35,2.41,126.31,0.64,0.67,0.7
2018,316,9.46,75.19,0,88.28,0.6,0.9,0.14,0.76,132.56,1.48,2.94,0.23,2.7,137.12,0.64,0.67,0.7
2018,317,9.28,77.19,0.01,88.11,0.47,0.84,0.05,0.79,149.38,1.3,2.69,0.15,2.54,134.5,0.63,0.66,0.69
2018,318,9.34,77.25,0.53,88.16,0.47,0.83,0.12,0.7,140,1.36,2.72,0.31,2.41,144.62,0.63,0.66,0.68
2018,319,9.58,81.56,0.6,88.23,0.38,0.83,0.1,0.73,181.31,1.09,2.8,0.35,2.45,181.19,0.63,0.66,0.68
2018,320,8.61,72.12,0.03,88.11,0.63,1.09,0.04,1.05,171.44,1.62,3.3,0.16,3.13,176.12,0.62,0.66,0.68
2018,321,7.02,64.75,0,88.1,0.84,1.07,0.27,0.8,110.38,1.96,3.38,0.47,2.91,107.31,0.62,0.66,0.67
2018,322,7.08,68,0.09,88.39,0.65,0.91,0.34,0.57,95.38,1.49,2.62,0.71,1.91,102.5,0.62,0.65,0.66
2018,323,7.69,69.94,0.01,88.52,0.57,0.91,0.27,0.65,137.25,1.37,2.91,0.35,2.56,125.44,0.62,0.65,0.66
2018,324,8,73.44,0,88.42,0.6,0.92,0.22,0.7,113.56,1.48,3.13,0.38,2.75,115.06,0.62,0.64,0.66
2018,325,8.06,71.44,0,88.57,0.65,0.97,0.29,0.68,98.75,1.52,2.77,0.6,2.17,99.75,0.62,0.64,0.66
2018,326,8.36,67.5,0,88.59,0.65,0.93,0.22,0.71,139.75,1.45,2.86,0.41,2.45,140.88,0.61,0.64,0.65
2018,327,8.67,69.5,0,88.54,0.63,0.88,0.23,0.65,154.56,1.43,2.76,0.35,2.41,155.94,0.61,0.63,0.65
2018,328,8.18,65.88,0,88.56,0.77,1.22,0.27,0.95,121.06,1.59,3.2,0.38,2.84,120.25,0.6,0.63,0.64
2018,329,7.39,57.38,0,88.58,0.73,1.08,0.23,0.84,89,1.48,2.7,0.5,2.2,87.38,0.6,0.62,0.63
2018,330,8,64.19,0,88.52,0.66,0.98,0.31,0.66,89,1.42,2.73,0.58,2.15,95.25,0.59,0.62,0.63
2018,331,8.12,64.75,0,88.7,0.73,1.14,0.06,1.09,90.5,1.48,2.85,0.11,2.73,85.75,0.59,0.62,0.62
2018,332,8.24,63,0,88.67,0.65,1.15,0.11,1.04,108,1.33,2.83,0.23,2.59,112.81,0.59,0.62,0.62
2018,333,8.79,69.69,0,88.66,0.51,0.96,0.03,0.93,132.25,1.25,2.95,0.12,2.83,131.38,0.59,0.61,0.62
2018,334,8.73,74.94,0,88.59,0.59,1.01,0.12,0.88,126.06,1.32,2.93,0.26,2.67,129.75,0.59,0.61,0.61
2018,335,8.79,76.81,0.02,88.41,0.51,1.14,0.12,1.02,155.12,1.41,3.51,0.21,3.3,154.5,0.59,0.61,0.61
2018,336,8.61,75.5,0.01,88.27,0.52,1,0.1,0.9,236.94,1.37,2.89,0.15,2.74,232.56,0.58,0.6,0.61
2018,337,7.93,73.25,0,88.39,0.5,0.97,0.06,0.91,181.25,1.25,3.03,0.07,2.96,177.62,0.58,0.6,0.6
2018,338,7.81,71.69,0,88.49,0.59,0.95,0.12,0.83,119.25,1.38,2.97,0.23,2.73,122.06,0.58,0.6,0.6
2018,339,7.63,69.81,0,88.29,0.53,0.81,0.07,0.75,104.56,1.19,2.67,0.19,2.48,102.75,0.58,0.6,0.6
2018,340,7.32,68.75,0,88.17,0.73,0.98,0.23,0.76,142.38,1.62,2.94,0.35,2.59,144.81,0.57,0.59,0.59
2018,341,6.47,63.81,0,88.21,0.73,1.09,0.18,0.91,107.12,1.62,3.12,0.27,2.85,107.12,0.57,0.59,0.59
2018,342,5.86,57,0,88.38,0.79,1.03,0.23,0.8,121.06,1.65,2.63,0.34,2.3,123.81,0.57,0.59,0.59
2018,343,6.23,59.31,0,88.32,0.79,1.05,0.2,0.85,97.38,1.66,2.9,0.4,2.5,100.69,0.56,0.59,0.59
2018,344,6.71,63.06,0,88.37,0.73,1.05,0.25,0.8,90.62,1.58,2.76,0.51,2.24,94.75,0.56,0.59,0.59
2018,345,6.16,60,0,88.38,0.87,1.26,0.32,0.94,71.25,1.88,2.42,0.58,1.84,75.44,0.56,0.59,0.58
2018,346,4.94,47.31,0,88.49,0.84,1.27,0.4,0.87,78.75,1.76,2.48,0.65,1.83,83.5,0.55,0.58,0.58
2018,347,5.68,53.75,0,88.59,0.88,1.15,0.23,0.92,158.75,1.82,2.87,0.59,2.27,160.5,0.55,0.58,0.57
2018,348,5.8,56.81,0,88.62,0.85,1.2,0.28,0.93,159.69,1.86,2.79,0.46,2.33,173.75,0.55,0.57,0.57
2018,349,5.49,52.06,0,88.7,0.82,1.16,0.26,0.9,89.94,1.7,2.87,0.4,2.47,89.81,0.55,0.57,0.56
2018,350,5.68,50.69,0,88.81,0.8,0.98,0.38,0.6,81.06,1.63,2.75,0.75,2,82.62,0.55,0.57,0.56
2018,351,5.98,49.12,0.3,88.73,0.66,1.02,0.08,0.94,102.38,1.38,2.28,0.08,2.2,101.06,0.55,0.56,0.55
2018,352,7.87,81.81,8.57,88.45,0.43,0.73,0.06,0.66,108.5,0.88,1.4,0.06,1.33,118.62,0.55,0.57,0.59
2018,353,5.8,62.75,0,88.42,0.6,1.41,0.05,1.37,112.88,1.23,3.27,0.16,3.11,141.19,0.55,0.57,0.58
2018,354,5.43,54.19,0,88.45,0.57,1.16,0.24,0.91,106.56,1.18,3.04,0.4,2.64,110.38,0.55,0.57,0.56
2018,355,5.98,64.5,0,88.32,0.59,1.17,0.17,1.01,119.81,1.32,3.34,0.26,3.09,120.06,0.55,0.57,0.56
2018,356,6.41,65.19,0,88.47,0.7,1.05,0.17,0.88,125.62,1.48,2.99,0.2,2.79,112,0.55,0.56,0.56
2018,357,6.9,65.38,0,88.48,0.61,1.11,0.08,1.03,105.5,1.32,3.04,0.25,2.79,101.75,0.55,0.56,0.55
2018,358,6.71,68.44,0,88.3,0.67,1.36,0.06,1.3,130.81,1.48,3.52,0.15,3.37,126,0.54,0.56,0.55
2018,359,5.8,63.88,0,88.17,0.66,1.23,0.14,1.09,134.5,1.45,3.33,0.24,3.09,134.5,0.54,0.56,0.55
2018,360,4.94,58.19,0,88.19,0.7,1.18,0.3,0.88,108.5,1.5,3.19,0.45,2.73,110.44,0.54,0.55,0.55
2018,361,4.15,49.62,0,88.11,0.61,0.94,0.23,0.71,141.06,1.31,2.72,0.39,2.32,136.94,0.54,0.55,0.55
2018,362,4.21,51.69,2.25,88.13,0.72,1.15,0.45,0.7,119.31,1.5,3.11,0.66,2.45,121.31,0.53,0.55,0.55
2018,363,3.48,43.12,0,88.48,0.79,1.24,0.21,1.02,93.06,1.79,3.2,0.33,2.87,90.5,0.53,0.55,0.55
2018,364,3.23,35.19,0,88.72,0.86,1.27,0.07,1.19,78.81,1.74,2.51,0.09,2.42,79.56,0.53,0.55,0.54
2018,365,3.36,34.56,0,88.66,0.81,1.09,0.3,0.78,85.94,1.58,2.8,0.54,2.26,88.5,0.53,0.55,0.54
2019,1,4.09,45.06,0,88.7,0.86,1.12,0.41,0.71,94.19,1.84,3.27,0.81,2.46,96.75,0.53,0.55,0.53
2019,2,4.33,46.44,0,88.66,0.77,1.09,0.05,1.05,88.38,1.54,2.98,0.12,2.87,90.25,0.52,0.55,0.53
2019,3,4.39,52.06,0.09,88.62,0.77,1.07,0.17,0.9,125.56,1.68,3.16,0.3,2.86,128,0.52,0.54,0.53
2019,4,4.58,56.25,0,88.7,0.87,1.14,0.48,0.66,94.31,1.91,3.39,0.95,2.43,98.06,0.52,0.54,0.53
2019,5,4.64,48.25,0,88.66,0.81,1.13,0.22,0.91,83.06,1.61,2.9,0.36,2.54,84.19,0.52,0.54,0.52
2019,6,4.39,43.75,0,88.55,0.9,1.15,0.45,0.7,81.88,1.74,2.65,0.87,1.78,84.06,0.52,0.54,0.52
2019,7,4.15,40.25,0,88.41,0.94,1.29,0.27,1.02,165.38,1.78,2.53,0.48,2.05,166.94,0.52,0.53,0.52
2019,8,4.88,49.88,0,88.22,0.96,1.52,0.27,1.24,159,2.02,3.84,0.38,3.47,157.62,0.52,0.53,0.52
2019,9,5.37,58.75,0.19,88.32,0.76,1.06,0.31,0.74,128.75,1.66,2.7,0.52,2.18,132,0.51,0.53,0.52
